0,N,0,0,0,0,538
0,N,0,0,0,2,540
0,N,0,0,0,4,542
0,N,0,0,0,6,544
0,N,0,0,0,8,546
0,N,0,0,0,11,588
0,N,0,0,0,13,590
0,N,0,0,0,16,593
0,N,0,0,0,20,588
0,N,0,0,0,21,589
0,N,0,0,0,25,593
0,N,0,0,0,28,596
0,N,0,0,0,31,590
0,N,0,0,0,33,592
0,N,0,0,0,36,595
0,N,0,0,0,39,598
0,N,0,0,0,41,591
0,N,0,0,0,43,593
0,N,0,0,0,45,595
0,N,0,0,0,46,596
0,N,0,0,0,48,598
0,N,0,0,0,49,599
0,D,0,0,0,49,589
0,D,0,0,0,49,589
0,N,0,250,0,49,702
0,N,0,250,0,49,702
0,R,0,188,0,49,716
0,R,0,188,0,49,716
0,N,0,30,0,49,650
0,N,0,30,0,49,650
1,N,0,0,0,49,600
1,N,1,0,0,49,601
1,N,3,0,0,49,603
1,N,1,0,0,49,601
1,N,0,0,0,49,600
1,N,0,0,13,49,652
1,N,0,0,40,49,652
1,N,0,0,59,49,662
1,N,0,0,86,49,662
1,N,0,0,122,49,701
1,N,0,0,168,49,711
1,N,0,0,233,49,704
1,N,0,0,298,49,715
1,N,0,0,351,49,705
1,N,0,0,411,49,702
1,N,0,0,450,49,705
1,N,0,0,445,49,709
1,N,0,0,426,49,708
1,N,0,0,399,49,717
1,N,0,0,368,49,713
1,N,0,0,317,49,707
1,N,0,0,269,49,713
1,N,0,0,177,49,711
1,N,0,0,86,49,662
1,N,0,0,11,49,650
1,N,0,0,-57,49,705
1,N,0,0,-136,49,751
1,N,0,0,-216,49,750
1,N,0,0,-288,49,759
1,N,0,0,-356,49,755
1,N,0,0,-402,49,747
1,N,0,0,-443,49,752
1,N,0,0,-450,49,750
1,N,0,0,-443,49,752
1,N,0,0,-416,49,752
1,N,0,0,-382,49,754
1,N,0,0,-317,49,752
1,N,0,0,-238,49,754
1,N,0,0,-180,49,750
1,N,0,0,-78,49,708
1,N,0,0,1,49,601
1,N,0,0,88,49,664
1,N,0,0,189,49,714
1,N,0,0,284,49,710
1,N,0,0,358,49,712
1,N,0,0,431,49,704
1,N,0,0,450,49,705
1,D,0,0,0,49,590
1,D,0,0,0,49,590
1,D,0,213,445,49,801
1,D,0,213,440,49,796
1,D,0,215,436,49,803
1,D,0,215,428,49,804
1,D,0,215,421,49,797
1,D,0,215,419,49,804
1,D,0,215,414,49,799
1,D,0,215,407,49,801
1,D,0,215,397,49,809
1,D,0,215,392,49,804
1,D,0,215,382,49,803
1,D,0,215,375,49,805
1,D,0,215,366,49,805
1,D,0,215,353,49,801
1,D,0,215,346,49,803
1,D,0,218,339,49,808
1,D,0,218,334,49,803
1,D,0,220,349,49,802
1,D,0,220,363,49,798
1,D,0,220,380,49,797
1,D,0,220,395,49,803
1,D,0,220,411,49,792
1,D,0,220,426,49,798
1,D,0,220,436,49,799
1,D,0,220,443,49,797
1,D,0,220,448,49,802
1,D,0,222,450,49,797
1,N,0,250,0,49,703
1,N,0,250,0,49,703
1,D,0,229,0,49,699
1,D,0,229,0,49,699
1,D,0,250,448,49,805
1,D,0,250,440,49,797
1,D,0,250,431,49,797
1,D,0,250,421,49,796
1,D,0,250,407,49,800
1,D,0,250,397,49,808
1,D,0,250,380,49,800
1,D,0,250,361,49,799
1,D,0,250,334,49,799
1,D,0,250,308,49,800
1,D,0,250,281,49,800
1,D,0,250,255,49,801
1,D,0,250,235,49,799
1,D,0,250,206,49,797
1,D,0,250,177,49,804
1,D,0,250,153,49,798
1,D,0,250,134,49,797
1,D,0,250,117,49,798
1,D,0,250,105,49,795
1,D,0,250,93,49,753
1,D,0,250,90,49,750
1,D,0,250,93,49,753
1,D,0,250,119,49,800
1,D,0,250,158,49,803
1,D,0,250,201,49,792
1,D,0,250,262,49,799
1,D,0,250,305,49,797
1,D,0,250,334,49,799
1,D,0,250,370,49,799
1,D,0,250,392,49,803
1,D,0,250,421,49,796
1,D,0,250,450,49,798
1,N,0,250,0,49,703
1,N,0,250,0,49,703
1,D,0,220,0,49,690
1,D,0,220,0,49,690
1,D,0,250,448,49,805
1,D,0,250,443,49,800
1,D,0,250,440,49,797
1,D,0,250,438,49,804
1,D,0,250,436,49,802
1,D,0,250,433,49,799
1,D,0,250,431,49,797
1,D,0,250,426,49,801
1,D,0,250,423,49,798
1,D,0,250,431,49,797
1,D,0,250,436,49,802
1,D,0,250,450,49,798
1,N,0,250,0,49,703
1,N,0,250,0,49,703
